a,1,,a,,,,,,,,,,
airport,7,,ai,r,p,o,rt,,,,,,
alarm,5,,a,,l,a,rm,,,,,,
albeit,6,,a,l,b,e,,,i,t,,,
album,5,,a,l,b,u,m,,,,,,
alcohol,7,,a,l,c,o,,h,o,l,,,
alert,5,,a,,l,e,rt,,,,,,
alien,5,,a,,l,i,,,e,n,,,
align,5,,a,,l,i,gn,,,,,,
alike,5,,a,,l,i,ke,,,,,,
alive,5,,a,,l,i,ve,,,,,,
all,3,,a,ll,,,,,,,,,
allege,6,,a,l,l,e,ge,,,,,,
allow,5,,a,l,l,o,w,,,,,,
ally,4,,a,l,l,y,,,,,,,
almost,6,,a,l,m,o,st,,,,,,
alone,5,,a,,l,o,ne,,,,,,
along,5,,a,,l,o,ng,,,,,,
already,7,,a,l,r,ea,d,,y,,,,
also,4,,a,l,s,o,,,,,,,
alter,5,,a,l,t,e,r,,,,,,
always,6,,a,l,,way,s,,,,,,
amateur,7,,a,m,,a,,t,eu,r,,,
amazed,6,,a,,m,a,zed,,,,,,
amazing,7,,a,,m,a,z,,i,ng,,,
amend,5,,a,,m,e,nd,,,,,,
amid,4,,a,,m,i,d,,,,,,
among,5,,a,,m,o,ng,,,,,,
amount,6,,a,,m,ou,nt,,,,,,
amusing,7,,a,,m,u,s,,i,ng,,,
analogy,7,,a,,n,a,l,,o,,g,y,
analyse,7,,a,n,,a,,l,y,se,,,
analyst,7,,a,n,,a,,l,y,st,,,
anchor,6,,a,n,ch,o,r,,,,,,
ancient,7,,a,n,c,ie,nt,,,,,,
and,3,,a,nd,,,,,,,,,
angel,5,,a,n,g,e,l,,,,,,
anger,5,,a,n,g,e,r,,,,,,
angle,5,,a,n,gl,e,,,,,,,
angrily,7,,a,n,gr,i,,l,y,,,,
angry,5,,a,n,gr,y,,,,,,,
animal,6,,a,n,,i,,m,a,l,,,
ankle,5,,a,n,kl,e,,,,,,,
annoy,5,,a,n,n,o,y,,,,,,
annoyed,7,,a,n,n,oye,d,,,,,,
annual,6,,a,n,n,u,,,a,l,,,
another,7,,a,n,,o,th,,e,r,,,
answer,6,,a,n,s,we,r,,,,,,
anxiety,7,,a,nx,,i,,,e,,t,y,
anxious,7,,a,nx,,iou,s,,,,,,
any,3,,a,,n,y,,,,,,,
anybody,7,,a,n,,y,,b,o,d,,y,
anyone,6,,a,n,,y,,,o,ne,,,
anyway,6,,a,n,,y,,,way,,,,
apart,5,,a,,p,a,rt,,,,,,
apology,7,,a,,p,o,l,,o,,g,y,
app,3,,a,pp,,,,,,,,,
appeal,6,,a,p,p,ea,l,,,,,,
appear,6,,a,p,p,ea,r,,,,,,
applaud,7,,a,p,pl,au,d,,,,,,
apple,5,,a,p,pl,e,,,,,,,
apply,5,,a,p,pl,y,,,,,,,
appoint,7,,a,p,p,oi,nt,,,,,,
approve,7,,a,p,pr,o,ve,,,,,,
april,5,,a,,pr,i,l,,,,,,
archive,7,,a,r,ch,i,ve,,,,,,
area,4,,a,r,,e,,,a,,,,
arena,5,,a,,r,e,,n,a,,,,
argue,5,,a,r,g,ue,,,,,,,
arise,5,,a,,r,i,se,,,,,,
arm,3,,a,rm,,,,,,,,,
armed,5,,a,rmed,,,,,,,,,
arms,4,,a,rms,,,,,,,,,
army,4,,a,r,m,y,,,,,,,
around,6,,a,,r,ou,nd,,,,,,
arrange,7,,a,r,r,a,nge,,,,,,
array,5,,a,r,r,ay,,,,,,,
arrest,6,,a,r,r,e,st,,,,,,
arrival,7,,a,r,r,i,,v,a,l,,,
arrive,6,,a,r,r,i,ve,,,,,,
arrow,5,,a,r,r,ow,,,,,,,
art,3,,a,rt,,,,,,,,,
article,7,,a,r,t,i,,cl,e,,,,
artist,6,,a,rt,,i,st,,,,,,
artwork,7,,a,rt,,wo,rk,,,,,,
as,2,,a,s,,,,,,,,,
ash,3,,a,sh,,,,,,,,,
ashamed,7,,a,,sh,a,med,,,,,,
aside,5,,a,,s,i,de,,,,,,
ask,3,,a,sk,,,,,,,,,
asleep,6,,a,,sl,ee,p,,,,,,
aspect,6,,a,s,p,e,ct,,,,,,
aspire,6,,a,s,p,i,re,,,,,,
assault,7,,a,s,s,au,lt,,,,,,
assert,6,,a,s,s,e,rt,,,,,,
assess,6,,a,s,s,e,ss,,,,,,
asset,5,,a,s,s,e,t,,,,,,
assign,6,,a,s,s,i,gn,,,,,,
assist,6,,a,s,s,i,st,,,,,,
assume,6,,a,s,s,u,me,,,,,,
assure,6,,a,s,s,u,re,,,,,,
asylum,6,,a,,s,y,,l,u,m,,,
at,2,,a,t,,,,,,,,,
athlete,7,,a,th,l,e,te,,,,,,
attach,6,,a,t,t,a,ch,,,,,,
attack,6,,a,t,t,a,ck,,,,,,
attain,6,,a,t,t,ai,n,,,,,,
attempt,7,,a,t,t,e,mpt,,,,,,
attend,6,,a,t,t,e,nd,,,,,,
attract,7,,a,t,tr,a,ct,,,,,,
auction,7,,au,c,t,io,n,,,,,,
audio,5,,au,,d,i,,,o,,,,
audit,5,,au,,d,i,t,,,,,,
august,6,,au,,g,u,st,,,,,,
aunt,4,,au,nt,,,,,,,,,
author,6,,au,,th,o,r,,,,,,
auto,4,,au,,t,o,,,,,,,
autumn,6,,au,,t,u,mn,,,,,,
average,7,,a,v,,e,r,,a,ge,,,
avoid,5,,a,,v,oi,d,,,,,,
await,5,,a,,,wai,t,,,,,,
award,5,,awa,rd,,,,,,,,,
aware,5,,a,,,wa,re,,,,,,
away,4,,a,,,way,,,,,,,
awful,5,,aw,,f,u,l,,,,,,
awkward,7,,aw,k,,wa,rd,,,,,,
baby,4,b,a,,b,y,,,,,,,
back,4,b,a,ck,,,,,,,,,
backing,7,b,a,ck,,i,ng,,,,,,
backup,6,b,a,ck,,u,p,,,,,,
bad,3,b,a,d,,,,,,,,,
badge,5,b,a,dge,,,,,,,,,
badly,5,b,a,d,l,y,,,,,,,
bag,3,b,a,g,,,,,,,,,
bail,4,b,ai,l,,,,,,,,,
bake,4,b,a,ke,,,,,,,,,
balance,7,b,a,l,,a,nce,,,,,,
ball,4,b,a,ll,,,,,,,,,
ballet,6,b,a,l,l,e,t,,,,,,
balloon,7,b,a,l,l,oo,n,,,,,,
ballot,6,b,a,l,l,o,t,,,,,,
ban,3,b,a,n,,,,,,,,,
banana,6,b,a,,n,a,n,,a,,,,
band,4,b,a,nd,,,,,,,,,
bank,4,b,a,nk,,,,,,,,,
banner,6,b,a,n,n,e,r,,,,,,
bar,3,b,a,r,,,,,,,,,
bare,4,b,a,re,,,,,,,,,
barely,6,b,a,re,l,y,,,,,,,
bargain,7,b,a,r,g,ai,n,,,,,,
barrel,6,b,a,r,r,e,l,,,,,,
barrier,7,b,a,r,r,i,,,e,r,,,
base,4,b,a,se,,,,,,,,,
based,5,b,a,sed,,,,,,,,,
basic,5,b,a,,s,i,c,,,,,,
basis,5,b,a,,s,i,s,,,,,,
basket,6,b,a,s,k,e,t,,,,,,
bass,4,b,a,ss,,,,,,,,,
bat,3,b,a,t,,,,,,,,,
bath,4,b,a,th,,,,,,,,,
battery,7,b,a,t,t,e,r,,y,,,,
battle,6,b,a,t,tl,e,,,,,,,
bay,3,b,ay,,,,,,,,,,
be,2,b,e,,,,,,,,,,
beach,5,b,ea,ch,,,,,,,,,
beam,4,b,ea,m,,,,,,,,,
bean,4,b,ea,n,,,,,,,,,
bear,4,b,ea,r,,,,,,,,,
beast,5,b,ea,st,,,,,,,,,
beat,4,b,ea,t,,,,,,,,,
beauty,6,b,eau,,t,y,,,,,,,
because,7,b,e,,c,au,se,,,,,,
become,6,b,e,,c,o,me,,,,,,
bed,3,b,e,d,,,,,,,,,
bedroom,7,b,e,d,r,oo,m,,,,,,
bee,3,b,ee,,,,,,,,,,
beef,4,b,ee,f,,,,,,,,,
beer,4,b,ee,r,,,,,,,,,
before,6,b,e,,f,o,re,,,,,,
beg,3,b,e,g,,,,,,,,,
begin,5,b,e,,g,i,n,,,,,,
behalf,6,b,e,,h,a,lf,,,,,,
behave,6,b,e,,h,a,ve,,,,,,
behind,6,b,e,,h,i,nd,,,,,,
being,5,b,ei,ng,,,,,,,,,
belief,6,b,e,,l,ie,f,,,,,,
believe,7,b,e,,l,ie,ve,,,,,,
bell,4,b,e,ll,,,,,,,,,
belong,6,b,e,,l,o,ng,,,,,,
beloved,7,b,e,,l,o,v,,e,d,,,
below,5,b,e,,l,o,w,,,,,,
belt,4,b,e,lt,,,,,,,,,
bench,5,b,e,nch,,,,,,,,,
bend,4,b,e,nd,,,,,,,,,
beneath,7,b,e,,n,ea,th,,,,,,
benefit,7,b,e,n,,e,,f,i,t,,,
bent,4,b,e,nt,,,,,,,,,
beside,6,b,e,,s,i,de,,,,,,
besides,7,b,e,,s,i,des,,,,,,
best,4,b,e,st,,,,,,,,,
bet,3,b,e,t,,,,,,,,,
betray,6,b,e,,tr,ay,,,,,,,
better,6,b,e,t,t,e,r,,,,,,
between,7,b,e,,t,wee,n,,,,,,
beyond,6,b,e,,,yo,nd,,,,,,
bias,4,b,ia,s,,,,,,,,,
bicycle,7,b,i,,c,y,,cl,e,,,,
bid,3,b,i,d,,,,,,,,,
big,3,b,i,g,,,,,,,,,
bike,4,b,i,ke,,,,,,,,,
bill,4,b,i,ll,,,,,,,,,
billion,7,b,i,l,l,io,n,,,,,,
bin,3,b,i,n,,,,,,,,,
bind,4,b,i,nd,,,,,,,,,
biology,7,b,i,,,o,l,,o,,g,y,
bird,4,b,i,rd,,,,,,,,,
birth,5,b,i,rth,,,,,,,,,
biscuit,7,b,i,s,c,ui,t,,,,,,
bishop,6,b,i,sh,,o,p,,,,,,
bit,3,b,i,t,,,,,,,,,
bite,4,b,i,te,,,,,,,,,
bitter,6,b,i,t,t,e,r,,,,,,
bizarre,7,b,i,,z,a,rre,,,,,,
black,5,bl,a,ck,,,,,,,,,
blade,5,bl,a,de,,,,,,,,,
blame,5,bl,a,me,,,,,,,,,
blank,5,bl,a,nk,,,,,,,,,
blanket,7,bl,a,n,k,e,t,,,,,,
blast,5,bl,a,st,,,,,,,,,
bleed,5,bl,ee,d,,,,,,,,,
blend,5,bl,e,nd,,,,,,,,,
bless,5,bl,e,ss,,,,,,,,,
blind,5,bl,i,nd,,,,,,,,,
block,5,bl,o,ck,,,,,,,,,
blog,4,bl,o,g,,,,,,,,,
blonde,6,bl,o,nde,,,,,,,,,
blood,5,bl,oo,d,,,,,,,,,
blow,4,bl,ow,,,,,,,,,,
blue,4,bl,ue,,,,,,,,,,
board,5,b,oa,rd,,,,,,,,,
boast,5,b,oa,st,,,,,,,,,
boat,4,b,oa,t,,,,,,,,,
body,4,b,o,d,,y,,,,,,,
boil,4,b,oi,l,,,,,,,,,
bold,4,b,o,ld,,,,,,,,,
bomb,4,b,o,mb,,,,,,,,,
bombing,7,b,o,mb,,i,ng,,,,,,
bond,4,b,o,nd,,,,,,,,,
bone,4,b,o,ne,,,,,,,,,
bonus,5,b,o,,n,u,s,,,,,,
book,4,b,oo,k,,,,,,,,,
booking,7,b,oo,k,,i,ng,,,,,,
boom,4,b,oo,m,,,,,,,,,
boost,5,b,oo,st,,,,,,,,,
boot,4,b,oo,t,,,,,,,,,
border,6,b,o,r,d,e,r,,,,,,
bored,5,b,o,red,,,,,,,,,
boring,6,b,o,r,,i,ng,,,,,,
born,4,b,o,rn,,,,,,,,,
borrow,6,b,o,r,r,ow,,,,,,,
boss,4,b,o,ss,,,,,,,,,
both,4,b,o,th,,,,,,,,,
bother,6,b,o,th,,e,r,,,,,,
bottle,6,b,o,t,tl,e,,,,,,,
bottom,6,b,o,t,t,o,m,,,,,,
bounce,6,b,ou,nce,,,,,,,,,
bound,5,b,ou,nd,,,,,,,,,
bow,3,b,ow,,,,,,,,,,
bowl,4,b,ow,l,,,,,,,,,
box,3,b,o,x,,,,,,,,,
boy,3,b,oy,,,,,,,,,,
brain,5,br,ai,n,,,,,,,,,
branch,6,br,a,nch,,,,,,,,,
brand,5,br,a,nd,,,,,,,,,
brave,5,br,a,ve,,,,,,,,,
breach,6,br,ea,ch,,,,,,,,,
bread,5,br,ea,d,,,,,,,,,
break,5,br,ea,k,,,,,,,,,
breast,6,br,ea,st,,,,,,,,,
breath,6,br,ea,th,,,,,,,,,
breathe,7,br,ea,the,,,,,,,,,
breed,5,br,ee,d,,,,,,,,,
brick,5,br,i,ck,,,,,,,,,
bride,5,br,i,de,,,,,,,,,
bridge,6,br,i,dge,,,,,,,,,
brief,5,br,ie,f,,,,,,,,,
briefly,7,br,ie,f,l,y,,,,,,,
bright,6,br,i,ght,,,,,,,,,
bring,5,br,i,ng,,,,,,,,,
broad,5,br,oa,d,,,,,,,,,
broadly,7,br,oa,d,l,y,,,,,,,
broken,6,br,o,,k,e,n,,,,,,
brother,7,br,o,th,,e,r,,,,,,
brown,5,br,ow,n,,,,,,,,,
browser,7,br,ow,s,,e,r,,,,,,
brush,5,br,u,sh,,,,,,,,,
brutal,6,br,u,,t,a,l,,,,,,
bubble,6,b,u,b,bl,e,,,,,,,
buck,4,b,u,ck,,,,,,,,,
buddy,5,b,u,d,d,y,,,,,,,
budget,6,b,u,dg,,e,t,,,,,,
buffer,6,b,u,ff,,e,r,,,,,,
bug,3,b,u,g,,,,,,,,,
build,5,b,ui,ld,,,,,,,,,
bulk,4,b,u,lk,,,,,,,,,
bullet,6,b,u,l,l,e,t,,,,,,
bunch,5,b,u,nch,,,,,,,,,
burden,6,b,u,r,d,e,n,,,,,,
burial,6,b,u,r,,i,,,a,l,,,
burn,4,b,u,rn,,,,,,,,,
burst,5,b,u,rst,,,,,,,,,
bury,4,b,u,ry,,,,,,,,,
bus,3,b,u,s,,,,,,,,,
bush,4,b,u,sh,,,,,,,,,
busy,4,b,u,s,,y,,,,,,,
but,3,b,u,t,,,,,,,,,
butter,6,b,u,t,t,e,r,,,,,,
button,6,b,u,t,t,o,n,,,,,,
buy,3,b,uy,,,,,,,,,,
by,2,b,y,,,,,,,,,,
bye,3,b,ye,,,,,,,,,,
cabin,5,c,a,b,,i,n,,,,,,
cabinet,7,c,a,b,,i,,n,e,t,,,
cable,5,c,a,,bl,e,,,,,,,
cafe,4,c,a,,f,e,,,,,,,
cake,4,c,a,ke,,,,,,,,,
call,4,c,a,ll,,,,,,,,,
calm,4,c,a,lm,,,,,,,,,
camera,6,c,a,m,,e,r,,a,,,,
camp,4,c,a,mp,,,,,,,,,
camping,7,c,a,mp,,i,ng,,,,,,
campus,6,c,a,m,p,u,s,,,,,,
can,3,c,a,n,,,,,,,,,
canal,5,c,a,,n,a,l,,,,,,
cancel,6,c,a,n,c,e,l,,,,,,
cancer,6,c,a,n,c,e,r,,,,,,
candle,6,c,a,n,dl,e,,,,,,,
cannot,6,c,a,n,n,o,t,,,,,,
canvas,6,c,a,n,v,a,s,,,,,,
cap,3,c,a,p,,,,,,,,,
capable,7,c,a,,p,a,,bl,e,,,,
capital,7,c,a,p,,i,,t,a,l,,,
captain,7,c,a,p,t,ai,n,,,,,,
capture,7,c,a,p,t,u,re,,,,,,
car,3,c,a,r,,,,,,,,,
carbon,6,c,a,r,b,o,n,,,,,,
card,4,c,a,rd,,,,,,,,,
care,4,c,a,re,,,,,,,,,
career,6,c,a,,r,ee,r,,,,,,
careful,7,c,a,re,f,u,l,,,,,,
cargo,5,c,a,r,g,o,,,,,,,
carpet,6,c,a,r,p,e,t,,,,,,
carrot,6,c,a,r,r,o,t,,,,,,
carry,5,c,a,r,r,y,,,,,,,
cartoon,7,c,a,r,t,oo,n,,,,,,
carve,5,c,a,rve,,,,,,,,,
case,4,c,a,se,,,,,,,,,
cash,4,c,a,sh,,,,,,,,,
casino,6,c,a,,s,i,,n,o,,,,
cast,4,c,a,st,,,,,,,,,
castle,6,c,a,s,tl,e,,,,,,,
casual,6,c,a,s,,u,,,a,l,,,
cat,3,c,a,t,,,,,,,,,
catch,5,c,a,tch,,,,,,,,,
cater,5,c,a,t,,e,r,,,,,,
cattle,6,c,a,t,tl,e,,,,,,,
cause,5,c,au,se,,,,,,,,,
caution,7,c,au,,t,io,n,,,,,,
cave,4,c,a,ve,,,,,,,,,
cease,5,c,ea,se,,,,,,,,,
ceiling,7,c,ei,l,,i,ng,,,,,,
cell,4,c,e,ll,,,,,,,,,
cent,4,c,e,nt,,,,,,,,,
central,7,c,e,n,tr,a,l,,,,,,
centre,6,c,e,n,tr,e,,,,,,,
century,7,c,e,n,t,u,,r,y,,,,
certain,7,c,e,r,t,ai,n,,,,,,
chain,5,ch,ai,n,,,,,,,,,
chair,5,ch,ai,r,,,,,,,,,
chamber,7,ch,a,m,b,e,r,,,,,,
chance,6,ch,a,nce,,,,,,,,,
change,6,ch,a,nge,,,,,,,,,
channel,7,ch,a,n,n,e,l,,,,,,
chaos,5,ch,ao,s,,,,,,,,,
chapter,7,ch,a,p,t,e,r,,,,,,
charge,6,ch,a,rge,,,,,,,,,
charity,7,ch,a,r,,i,,t,y,,,,
charm,5,ch,a,rm,,,,,,,,,
chart,5,ch,a,rt,,,,,,,,,
charter,7,ch,a,r,t,e,r,,,,,,
chase,5,ch,a,se,,,,,,,,,
chat,4,ch,a,t,,,,,,,,,
cheap,5,ch,ea,p,,,,,,,,,
cheat,5,ch,ea,t,,,,,,,,,
check,5,ch,e,ck,,,,,,,,,
cheek,5,ch,ee,k,,,,,,,,,
cheer,5,ch,ee,r,,,,,,,,,
cheese,6,ch,ee,se,,,,,,,,,
chef,4,ch,e,f,,,,,,,,,
chest,5,ch,e,st,,,,,,,,,
chicken,7,ch,i,ck,,e,n,,,,,,
chief,5,ch,ie,f,,,,,,,,,
child,5,ch,i,ld,,,,,,,,,
chip,4,ch,i,p,,,,,,,,,
choice,6,ch,oi,ce,,,,,,,,,
choir,5,ch,oi,r,,,,,,,,,
choose,6,ch,oo,se,,,,,,,,,
chop,4,ch,o,p,,,,,,,,,
chronic,7,chr,o,n,,i,c,,,,,,
chunk,5,ch,u,nk,,,,,,,,,
church,6,ch,u,rch,,,,,,,,,
cinema,6,c,i,n,,e,,m,a,,,,
circle,6,c,i,r,cl,e,,,,,,,
circuit,7,c,i,r,c,ui,t,,,,,,
cite,4,c,i,te,,,,,,,,,
citizen,7,c,i,t,,i,,z,e,n,,,
city,4,c,i,t,,y,,,,,,,
civic,5,c,i,v,,i,c,,,,,,
civil,5,c,i,v,,i,l,,,,,,
claim,5,cl,ai,m,,,,,,,,,
clarify,7,cl,a,r,,i,,f,y,,,,
clarity,7,cl,a,r,,i,,t,y,,,,
clash,5,cl,a,sh,,,,,,,,,
class,5,cl,a,ss,,,,,,,,,
classic,7,cl,a,s,s,i,c,,,,,,
clause,6,cl,au,se,,,,,,,,,
clean,5,cl,ea,n,,,,,,,,,
clear,5,cl,ea,r,,,,,,,,,
clearly,7,cl,ea,r,l,y,,,,,,,
clerk,5,cl,e,rk,,,,,,,,,
clever,6,cl,e,v,,e,r,,,,,,
click,5,cl,i,ck,,,,,,,,,
client,6,cl,i,,,e,nt,,,,,,
cliff,5,cl,i,ff,,,,,,,,,
climate,7,cl,i,,m,a,te,,,,,,
climb,5,cl,i,mb,,,,,,,,,
cling,5,cl,i,ng,,,,,,,,,
clinic,6,cl,i,n,,i,c,,,,,,
clip,4,cl,i,p,,,,,,,,,
clock,5,cl,o,ck,,,,,,,,,
close,5,cl,o,se,,,,,,,,,
closed,6,cl,o,sed,,,,,,,,,
closely,7,cl,o,se,l,y,,,,,,,
closure,7,cl,o,,s,u,re,,,,,,
cloth,5,cl,o,th,,,,,,,,,
clothes,7,cl,o,thes,,,,,,,,,
cloud,5,cl,ou,d,,,,,,,,,
club,4,cl,u,b,,,,,,,,,
clue,4,cl,u,e,,,,,,,,,
cluster,7,cl,u,s,t,e,r,,,,,,
coach,5,c,oa,ch,,,,,,,,,
coal,4,c,oa,l,,,,,,,,,
coast,5,c,oa,st,,,,,,,,,
coastal,7,c,oa,st,,a,l,,,,,,
coat,4,c,oa,t,,,,,,,,,
code,4,c,o,de,,,,,,,,,
coffee,6,c,o,f,f,ee,,,,,,,
coin,4,c,oi,n,,,,,,,,,
cold,4,c,o,ld,,,,,,,,,
collect,7,c,o,l,l,e,ct,,,,,,
college,7,c,o,l,l,e,ge,,,,,,
colony,6,c,o,l,,o,,n,y,,,,
colour,6,c,o,l,,ou,r,,,,,,
column,6,c,o,l,,u,mn,,,,,,
combat,6,c,o,m,b,a,t,,,,,,
combine,7,c,o,m,b,i,ne,,,,,,
come,4,c,o,me,,,,,,,,,
comedy,6,c,o,m,,e,,d,y,,,,
comfort,7,c,o,m,f,o,rt,,,,,,
comic,5,c,o,m,,i,c,,,,,,
command,7,c,o,m,m,a,nd,,,,,,
comment,7,c,o,m,m,e,nt,,,,,,
commit,6,c,o,m,m,i,t,,,,,,
common,6,c,o,m,m,o,n,,,,,,
company,7,c,o,m,p,a,,n,y,,,,
compare,7,c,o,m,p,a,re,,,,,,
compel,6,c,o,m,p,e,l,,,,,,
compete,7,c,o,m,p,e,te,,,,,,
compile,7,c,o,m,p,i,le,,,,,,
complex,7,c,o,m,pl,e,x,,,,,,
comply,6,c,o,m,pl,y,,,,,,,
compose,7,c,o,m,p,o,se,,,,,,
compute,7,c,o,m,p,u,te,,,,,,
conceal,7,c,o,n,c,ea,l,,,,,,
concede,7,c,o,n,c,e,de,,,,,,
concept,7,c,o,n,c,e,pt,,,,,,
concern,7,c,o,n,c,e,rn,,,,,,
concert,7,c,o,n,c,e,rt,,,,,,
condemn,7,c,o,n,d,e,mn,,,,,,
conduct,7,c,o,n,d,u,ct,,,,,,
confer,6,c,o,n,f,e,r,,,,,,
confess,7,c,o,n,f,e,ss,,,,,,
confine,7,c,o,n,f,i,ne,,,,,,
confirm,7,c,o,n,f,i,rm,,,,,,
confuse,7,c,o,n,f,u,se,,,,,,
connect,7,c,o,n,n,e,ct,,,,,,
conquer,7,c,o,n,q,ue,r,,,,,,
consent,7,c,o,n,s,e,nt,,,,,,
consist,7,c,o,n,s,i,st,,,,,,
consult,7,c,o,n,s,u,lt,,,,,,
consume,7,c,o,n,s,u,me,,,,,,
contact,7,c,o,n,t,a,ct,,,,,,
contain,7,c,o,n,t,ai,n,,,,,,
contend,7,c,o,n,t,e,nd,,,,,,
content,7,c,o,n,t,e,nt,,,,,,
content,7,c,o,n,t,e,nt,,,,,,
contest,7,c,o,n,t,e,st,,,,,,
context,7,c,o,n,t,e,xt,,,,,,
control,7,c,o,n,tr,o,l,,,,,,
convert,7,c,o,n,v,e,rt,,,,,,
convey,6,c,o,n,v,ey,,,,,,,
convict,7,c,o,n,v,i,ct,,,,,,
cook,4,c,oo,k,,,,,,,,,
cooker,6,c,oo,k,,e,r,,,,,,
cooking,7,c,oo,k,,i,ng,,,,,,
cool,4,c,oo,l,,,,,,,,,
cop,3,c,o,p,,,,,,,,,
cope,4,c,o,pe,,,,,,,,,
copper,6,c,o,p,p,e,r,,,,,,
copy,4,c,o,p,,y,,,,,,,
core,4,c,o,re,,,,,,,,,
corner,6,c,o,r,n,e,r,,,,,,
correct,7,c,o,r,r,e,ct,,,,,,
corrupt,7,c,o,r,r,u,pt,,,,,,
cost,4,c,o,st,,,,,,,,,
costly,6,c,o,st,l,y,,,,,,,
costume,7,c,o,s,t,u,me,,,,,,
cottage,7,c,o,t,t,a,ge,,,,,,
cotton,6,c,o,t,t,o,n,,,,,,
could,5,c,ou,ld,,,,,,,,,
council,7,c,ou,n,c,i,l,,,,,,
count,5,c,ou,nt,,,,,,,,,
counter,7,c,ou,nt,,e,r,,,,,,
country,7,c,ou,n,tr,y,,,,,,,
county,6,c,ou,n,t,y,,,,,,,
coup,4,c,ou,p,,,,,,,,,
couple,6,,c,ou,pl,e,,,,,,,
courage,7,c,ou,r,,a,ge,,,,,,
course,6,c,ou,rse,,,,,,,,,
court,5,c,ou,rt,,,,,,,,,
cousin,6,c,ou,s,,i,n,,,,,,
cover,5,c,o,v,,e,r,,,,,,
covered,7,c,o,v,,e,red,,,,,,
cow,3,c,ow,,,,,,,,,,
crack,5,cr,a,ck,,,,,,,,,
craft,5,cr,a,ft,,,,,,,,,
crash,5,cr,a,sh,,,,,,,,,
crawl,5,cr,aw,l,,,,,,,,,
crazy,5,cr,a,,z,y,,,,,,,
cream,5,cr,ea,m,,,,,,,,,
create,6,cr,e,,,a,te,,,,,,
creator,7,cr,e,,,a,,t,o,r,,,
credit,6,cr,e,d,,i,t,,,,,,
creep,5,cr,ee,p,,,,,,,,,
crew,4,cr,ew,,,,,,,,,,
crime,5,cr,i,me,,,,,,,,,
crisis,6,cr,i,,s,i,s,,,,,,
critic,6,cr,i,t,,i,c,,,,,,
crop,4,cr,o,p,,,,,,,,,
cross,5,cr,o,ss,,,,,,,,,
crowd,5,cr,ow,d,,,,,,,,,
crowded,7,cr,ow,d,,e,d,,,,,,
crown,5,cr,ow,n,,,,,,,,,
crucial,7,cr,u,,c,ia,l,,,,,,
